"id","journal","journal_en","ssh"
2191,"第十四次国际颅面生长发育与功能研讨会、第十一次全国口腔正畸学术会议论文汇编","The 14th International Symposium on Craniofacial Growth, Development and Function and the 11th National Orthodontic Conference",1
2192,"黑龙江科技信息","Heilongjiang Science and Technology Information",1
2193,"辽宁石油化工大学学报","Journal of Liaoning University of Petroleum and Chemical Technology",1
2194,"中南大学学报(医学版)","Journal of Central South University (Medical Edition)",1
2195,"世界经济与政治论坛","World Economic and Political Forum",1
2196,"新医学","New Medicine",1
2197,"中华医学会第十七次全国儿科学术大会论文汇编（下册）","Compilation of papers from the 17th National Pediatric Academic Conference of the Chinese Medical Association (next volume)",1
2198,"遗传","Genetic",1
2199,"科技进步与对策","Scientific and technological progress and countermeasures",1
2200,"西北水电","Northwest Hydropower",1
2201,"中华医学会第十一次全国内分泌学学术会议论文汇编","A compilation of papers from the Eleventh National Conference on Endocrinology of the Chinese Medical Association",1
2202,"化工时刊","Chemical Times",1
2203,"中国棉花加工","China Cotton Processing",1
2204,"中国畜牧兽医学会养羊学分会2012年全国养羊生产与学术研讨会议论文集","Proceedings of the 2012 National Conference on Sheep Production and Academic Seminar of the Chinese Society of Animal Husbandry and Veterinary Medicine, Sheep Breeding Branch",1
2205,"中华产科急救电子杂志","Chinese Emergency Obstetrics E-Journal",1
2206,"农业发展与金融","Agricultural Development and Finance",1
2207,"第十一届国际汉语教学研讨会论文集","Proceedings of the 11th International Symposium on Teaching Chinese as a Foreign Language",1
2208,"文学教育(中)","Literary Education (in)",1
2209,"咸宁学院学报","Journal of Xianning College",1
2210,"广西教育学院学报","Journal of Guangxi Education College",1
2211,"中国农业科学","China Agricultural Science",1
2212,"科学种养","scientific farming",1
2213,"全国动物生理生化第十二次学术交流会论文摘要汇编","Abstracts of the 12th National Conference on Animal Physiology and Biochemistry",1
2214,"第十次全国中医养生康复学术会议论文集","Proceedings of the 10th National Academic Conference on Chinese Medicine Health and Rehabilitation",1
2215,"中国畜牧兽医学会动物繁殖学分会第十六届学术研讨会论文集","Proceedings of the 16th Symposium of the Animal Reproduction Branch of the Chinese Society of Animal Husbandry and Veterinary Medicine",1
2216,"东南亚纵横","Southeast Asia Vertical",1
2217,"中国食物与营养","China Food and Nutrition",1
2218,"21世纪数量经济学（第13卷）","Quantitative Economics for the 21st Century (Vol. 13)",1
2219,"中国无线电","China Radio",1
2220,"吉林省教育学院学报(下旬)","Journal of Jilin Provincial College of Education (second half)",1
2221,"电力机车与城轨车辆","Electric Locomotives and Urban Rail Vehicles",1
2222,"2012年中国艺术人类学年会暨国际学术研讨会论文集（第三部分）","Proceedings of the 2012 China Art Anthropology Annual Conference and International Symposium (Part III)",1
2223,"科技信息","Technology Information",1
2224,"中国社会科学","China Social Science",1
2225,"开放时代","Open Times",1
2226,"戏剧之家(上半月)","Drama House (first half of the month)",1
2227,"中国水产","China Fisheries",1
2228,"北方药学","Northern Pharmacy",1
2229,"低温与特气","Low temperature and special gas",1
2230,"农产品加工(学刊)","Agricultural Product Processing (Journal)",1
2231,"中国优生优育","Eugenics in China",1
2232,"临床神经病学杂志","Journal of Clinical Neurology",1
2233,"满族研究","Manchu Studies",1
2234,"图书情报工作","Library and intelligence work",1
2235,"中国慢性病预防与控制","Chronic Disease Prevention and Control in China",1
2236,"中国电信业","China Telecom Industry",1
2237,"通信企业管理","Communication Business Management",1
2238,"中国国际战略评论（2012（总第5期））","China International Strategy Review (2012 (General No. 5))",1
2239,"世界文学评论","World Literature Review",1
2240,"实用骨科杂志","Journal of Practical Orthopedics",1
2241,"中国医科大学学报","Journal of China Medical University",1
2242,"内蒙古电大学刊","Inner Mongolia Electric University Journal",1
2243,"中国当代儿科杂志","Chinese Journal of Contemporary Pediatrics",1
2244,"第17次全国风湿病学学术会议论文集","Proceedings of the 17th National Academic Conference on Rheumatology",1
2245,"金属矿山","Metal Mining",1
2246,"中国国土资源经济","China Land Resources Economy",1
2247,"科技导报","Science and Technology Herald",1
2248,"光谱实验室","Spectroscopy Lab",1
2249,"黑龙江对外经贸","Heilongjiang Foreign Trade",1
2250,"临床麻醉学杂志","Journal of Clinical Anesthesiology",1
2251,"中国人兽共患病学报","Chinese Journal of Human-Veterinary Diseases",1
2252,"中国循证儿科杂志","Chinese Journal of Evidence-Based Pediatrics",1
2253,"水利发展研究","Water Development Research",1
2254,"史学集刊","The Collected Works of History",1
2255,"世界汉语教学学会通讯2011年第2期（总第10期）","Newsletter of the World Society for the Teaching of Chinese as a Foreign Language No. 2, 2011 (General No. 10)",1
2256,"杭州(下旬刊)","Hangzhou (Lower)",1
2257,"洁净煤技术","Clean Coal Technology",1
2258,"农业科技通讯","Agricultural Science and Technology Newsletter",1
2259,"中国骨与关节损伤杂志","Chinese Journal of Bone and Joint Injuries",1
2260,"高速铁路技术","High-speed railroad technology",1
2261,"药学学报","Journal of Pharmaceutical Sciences",1
2262,"语文学刊(外语教育与教学)","Journal of Language and Literature (Foreign Language Education and Teaching)",1
2263,"教学与管理","Teaching and Management",1
2264,"Proceedings of 2011 International Conference on Energy and Environment(ICEE 2011 V4)","Proceedings of 2011 International Conference on Energy and Environment (ICEE 2011 V4)",1
2265,"临床荟萃","Clinical Collection",1
2266,"国际关系学院学报","Journal of the Institute of International Relations",1
2267,"新世纪水泥导报","New Century Cement Herald",1
2268,"唐都学刊","Tangdu Journal",1
2269,"内蒙古民族大学学报","Journal of Inner Mongolia University of Nationalities",1
2270,"中国误诊学杂志","Chinese Journal of Misdiagnosis",1
2271,"商品与质量","Products and Quality",1
2272,"世界橡胶工业","World Rubber Industry",1
2273,"延边党校学报","Journal of Yanbian Party School",1
2274,"南京艺术学院学报(美术与设计版)","Journal of Nanjing Art Institute (Art and Design Edition)",1
2275,"新远见","New Vision",1
2276,"湖北钱币专刊(总第10期)","Hubei Coin Special Issue (Total No.10)",1
2277,"第九届全国体育科学大会论文摘要汇编(2)","The Ninth National Sports Science Conference Abstracts Compilation (2)",1
2278,"新闻学论集第27辑","Journalism Essays, Series 27",1
2279,"共识（2011秋刊06）","Consensus (Autumn 2011 06)",1
2280,"世界汉语教学学会通讯2011年第4期（总第12期）","Newsletter of the World Society for the Teaching of Chinese as a Foreign Language No. 4, 2011 (Total No. 12)",1
2281,"国际战略研究简报（2011）","International Strategic Research Brief (2011)",1
2282,"文学界(理论版)","Literary World (Theory Edition)",1
2283,"山西师大学报(社会科学版)","Shanxi Normal University Journal (Social Science Edition)",1
2284,"艺苑","Art Garden",1
2285,"盐业与化工","Salt and Chemical Industry",1
2286,"淮海工学院学报(社会科学版)","Journal of Huaihai Engineering College (Social Science Edition)",1
2287,"水生态学杂志","Journal of Water Ecology",1
2288,"南京艺术学院学报(音乐与表演版)","Journal of Nanjing Arts College (Music and Performance Edition)",1
2289,"山东大学学报(医学版)","Journal of Shandong University (Medical Edition)",1
2290,"北京论坛（2011）文明的和谐与共同繁荣--传统与现代、变革与转型：“变与常：关于社会转型方式的历史思考”历史分论坛论文及摘要集","Beijing Forum (2011) Harmony of Civilizations and Common Prosperity: Tradition and Modernity, Change and Transformation: A Collection of Papers and Abstracts from the History Sub-forum on ""Change and Permanence: Historical Reflections on the Ways of Social Transformation",1
2291,"口岸卫生控制","Port Health Control",1
2292,"西华大学学报(哲学社会科学版)","Journal of Xihua University (Philosophy and Social Science Edition)",1
2293,"工业加热","Industrial heating",1
2294,"中华外国经济学说研究会第19次年会暨外国经济学说与国内外经济发展新格局（会议文集）","The 19th Annual Meeting of the Chinese Society for the Study of Foreign Economic Theory and the New Pattern of Foreign Economic Theory and Domestic and Foreign Economic Development (Conference Proceedings)",1
2295,"2011年国际修辞传播学前沿论坛——语言文化教育与跨文化交流大会论文集","Proceedings of the 2011 International Forum on Frontiers of Rhetorical Communication - Conference on Language and Culture Education and Intercultural Communication",1
2296,"搏击(武术科学)","Combat (Martial Arts Science)",1
2297,"农业技术经济","Agricultural Technology and Economics",1
2298,"河北渔业","Hebei Fisheries",1
2299,"艺术探索","Artistic exploration",1
2300,"中国产业","China Industry",1
2301,"《2011中国羊业进展》论文集","Proceedings of China Sheep Industry Progress 2011",1
2302,"Proceedings of 2011 International Conference on Social Sciences and Society(ICSSS 2011 V3)","Proceedings of 2011 International Conference on Social Sciences and Society (ICSSS 2011 V3)",1
2303,"江西棉花","Jiangxi Cotton",1
2304,"辽宁体育科技","Liaoning Sports Technology",1
2305,"求医问药(下半月)","Seeking medical advice (second half of the month)",1
2306,"体育学刊","Journal of Sports",1
2307,"西安体育学院学报","Journal of Xi'an Sports College",1
2308,"辽宁行政学院学报","Journal of Liaoning Administrative College",1
2309,"临床口腔医学杂志","Journal of Clinical Dentistry",1
2310,"长江大学学报(社会科学版)","Journal of Changjiang University (Social Science Edition)",1
2311,"中国传媒科技","China Media Technology",1
2312,"西北民族大学学报(自然科学版)","Journal of Northwestern University for Nationalities (Natural Science Edition)",1
2313,"泰山乡镇企业职工大学学报","Journal of Taishan Township Enterprise Staff University",1
2314,"机车电传动","Locomotive electric drive",1
2315,"城市轨道交通研究","Urban Rail Transit Research",1
